"3726270","Bryce Richards","Wed, 6 Dec 2023 19:45:13 -0500","Update README.md",	 1 file changed, 5 insertions(+), 3 deletions(-)	
"6ddda38","Zackery","Wed, 1 Nov 2023 22:49:48 -0400","Input validation, 404 page, button removal, chat interactions",	 8 files changed, 110 insertions(+), 30 deletions(-)	
"7ee36b3","Jason Choi","Wed, 1 Nov 2023 22:32:15 -0400","fixed scrolling and formatting",	 3 files changed, 15 insertions(+), 21 deletions(-)	
"f142101","brycerichards13","Wed, 1 Nov 2023 19:12:48 -0500","Adding my sprint 2 details",	 3 files changed, 347 insertions(+), 2 deletions(-)	
"ead38a9","Jason Choi","Wed, 1 Nov 2023 17:24:04 -0400","made header and footers and chat scrollability",	 2 files changed, 40 insertions(+), 9 deletions(-)	
"df21dd9","Austin Gilbert","Wed, 1 Nov 2023 15:40:00 -0400","commit file",	 1 file changed, 602 insertions(+)	
"65ceda1","Austin Gilbert","Wed, 1 Nov 2023 15:24:55 -0400","my md file",	 1 file changed, 36 insertions(+)	
"d404e9d","EarlTheUnicorn","Wed, 1 Nov 2023 13:01:08 -0400","Connor's sprint 2",	 3 files changed, 44 insertions(+), 3 deletions(-)	
"37f46f4","Jason Choi","Wed, 1 Nov 2023 12:15:02 -0400","jason's sprint 2",	 2 files changed, 835 insertions(+)	
"8d13622","Jason Choi","Wed, 1 Nov 2023 11:34:41 -0400","sprint2 docs",	 5 files changed, 883 insertions(+), 11 deletions(-)	
"31a6703","EarlTheUnicorn","Tue, 31 Oct 2023 19:03:56 -0400","Added slugs",	 3 files changed, 40 insertions(+), 18 deletions(-)	
"26e6238","Austin Gilbert","Tue, 31 Oct 2023 15:46:22 -0400","Recursive now pops in the browser instead of Create New App",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"abcf2e7","Shashank Bandaru","Tue, 31 Oct 2023 14:37:04 -0400","working blame script!",	 1 file changed, 35 insertions(+)	
"c8bd586","Shashank Bandaru","Tue, 31 Oct 2023 13:50:30 -0400","Update sbandar1.md",	 1 file changed, 1 insertion(+), 2 deletions(-)	
"a328f87","Shashank Bandaru","Tue, 31 Oct 2023 13:35:49 -0400","sprint2",	 2 files changed, 249 insertions(+)	
"630bcd5","Shashank Bandaru","Tue, 31 Oct 2023 13:30:43 -0400","absolute path #24",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"ab31506","Austin Gilbert","Tue, 31 Oct 2023 13:19:11 -0400","Formatted Chat Page",	 6 files changed, 193 insertions(+), 64 deletions(-)	
"17ef9ea","Jason Choi","Tue, 31 Oct 2023 12:42:06 -0400","simple chat response formatting",	 2 files changed, 7 insertions(+), 16 deletions(-)	
"cd0f648","Shashank Bandaru","Tue, 31 Oct 2023 12:09:37 -0400","added docs page w/ slugs",	 8 files changed, 274 insertions(+), 292 deletions(-)	
"d85a0e5","Jason Choi","Tue, 31 Oct 2023 10:28:21 -0400","merged stash",	 8 files changed, 56 insertions(+), 95 deletions(-)	
"433365d","EarlTheUnicorn","Mon, 30 Oct 2023 22:20:26 -0400","Added user storage for nextauth",	 1 file changed, 32 insertions(+), 27 deletions(-)	
"756a4c2","EarlTheUnicorn","Mon, 30 Oct 2023 22:13:42 -0400","Added user storage for nextauth",	 1 file changed, 8 deletions(-)	
"15315b7","EarlTheUnicorn","Mon, 30 Oct 2023 22:08:12 -0400","Added user storage for nextauth",	 1 file changed, 57 insertions(+)	
"9faa96d","Shashank Bandaru","Mon, 30 Oct 2023 21:24:03 -0400","rewrote small areas of code to fit ts convention",	 9 files changed, 39 insertions(+), 42 deletions(-)	
"1245274","EarlTheUnicorn","Mon, 30 Oct 2023 21:13:45 -0400","finished create chat function",	 4 files changed, 35 insertions(+), 15 deletions(-)	
"307f9bb","Austin Gilbert","Mon, 30 Oct 2023 19:18:27 -0400","small format change to regen button",	 1 file changed, 1 insertion(+)	
"17512d9","Austin Gilbert","Mon, 30 Oct 2023 18:57:07 -0400","Formatted the regenerate button and allign the text box to be more visible",	 2 files changed, 70 insertions(+), 11 deletions(-)	
"5ea366b","EarlTheUnicorn","Mon, 30 Oct 2023 17:48:39 -0400","updated useContext",	 1 file changed, 1 insertion(+)	
"60915b8","Shashank Bandaru","Mon, 30 Oct 2023 17:37:25 -0400","removed login page and redirected to next-auth signin page",	 6 files changed, 7 insertions(+), 302 deletions(-)	
"47c4138","Shashank Bandaru","Mon, 30 Oct 2023 17:04:09 -0400","reworked authentication and added middleware #23",	 7 files changed, 160 insertions(+), 4 deletions(-)	
"196362f","Jason Choi","Mon, 30 Oct 2023 15:27:41 -0400","added contributors to documentation page",	 3 files changed, 137 insertions(+), 5 deletions(-)	
"09bd64b","Jason Choi","Mon, 30 Oct 2023 14:14:02 -0400","Styled documentation page",	 12 files changed, 893 insertions(+), 96 deletions(-)	
"6d36682","brycerichards13","Mon, 30 Oct 2023 13:03:48 -0500","100% working chat tree I think, added some comments, and removed some redundant code",	 4 files changed, 31 insertions(+), 27 deletions(-)	
"7a7c13a","brycerichards13","Mon, 30 Oct 2023 12:11:18 -0500","Added the ability to switch between different inputs, and also fixed some bugs, the chat tree mostly works but encountered some weird edge cases",	 3 files changed, 48 insertions(+), 9 deletions(-)	
"30b27fd","brycerichards13","Sun, 29 Oct 2023 21:36:58 -0500","Fixed a bug relating to regenerating responses, seems to be working correctly but i'm now adding the ability to switch between inputs",	 1 file changed, 4 insertions(+), 1 deletion(-)	
"ceaa16e","EarlTheUnicorn","Sun, 29 Oct 2023 21:53:59 -0400","Fixed useContext",	 5 files changed, 65 insertions(+), 62 deletions(-)	
"60d89ef","brycerichards13","Sun, 29 Oct 2023 20:34:10 -0500","changing the data structure of the chat chain to be a tree to allow for regenerating responspes and changing inputs, still is a bit buggy, but I wanted to commit because its a decent sized change",	 3 files changed, 180 insertions(+), 21 deletions(-)	
"a4ebe11","EarlTheUnicorn","Sun, 29 Oct 2023 13:07:31 -0400","made minor corrections",	 1 file changed, 36 insertions(+), 36 deletions(-)	
"a459185","Shashank Bandaru","Sat, 28 Oct 2023 22:24:24 -0400","added markdown support for responses w/ code block highlighting #21",	 3 files changed, 631 insertions(+), 6 deletions(-)	
"8665978","Shashank Bandaru","Sat, 28 Oct 2023 21:33:18 -0400","script doesnt work :/",	 1 file changed, 28 deletions(-)	
"7c20b5d","EarlTheUnicorn","Sat, 28 Oct 2023 17:57:31 -0400","Added ability to create and show chats in the chat page (untested)",	 5 files changed, 321 insertions(+), 48 deletions(-)	
"fdcb784","Shashank Bandaru","Fri, 27 Oct 2023 23:44:34 -0400","fix breaking change #24",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"91848da","Shashank Bandaru","Fri, 27 Oct 2023 21:50:07 -0400","fixed breaking changes #24",	 5 files changed, 5 insertions(+), 5 deletions(-)	
"e671299","Shashank Bandaru","Fri, 27 Oct 2023 21:38:17 -0400","fixed all imports, component/ structure, and function syntax #24",	 25 files changed, 31 insertions(+), 51 deletions(-)	
"952c533","Shashank Bandaru","Fri, 27 Oct 2023 20:43:34 -0400","made blame script",	 1 file changed, 28 insertions(+)	
"f3456c6","Shashank Bandaru","Fri, 27 Oct 2023 19:27:29 -0400","removed prettier warnings and ran prettier",	 11 files changed, 101 insertions(+), 142 deletions(-)	
"8840fd7","Shashank Bandaru","Fri, 27 Oct 2023 18:57:36 -0400","cleaned up unused npm modules",	 2 files changed, 539 insertions(+), 591 deletions(-)	
"1e22d35","Jason Choi","Thu, 26 Oct 2023 15:57:59 -0400","set up [slug] function for markdown files",	 6 files changed, 1035 insertions(+), 9 deletions(-)	
"53dce20","Jason Choi","Thu, 26 Oct 2023 15:33:18 -0400","Revert "Adding placeholder backwards and forward buttons for others to work with for the front end"",	 1 file changed, 1 insertion(+), 2 deletions(-)	
"6f3d791","brycerichards13","Thu, 26 Oct 2023 10:47:56 -0500","Adding placeholder backwards and forward buttons for others to work with for the front end",	 1 file changed, 2 insertions(+), 1 deletion(-)	
"699920c","brycerichards13","Wed, 25 Oct 2023 15:16:29 -0500","Added the ability to change the input mid chain.",	 4 files changed, 73 insertions(+), 14 deletions(-)	
"6428fbd","brycerichards13","Wed, 25 Oct 2023 09:48:54 -0500","Fixed regenerate response button",	 2 files changed, 17 insertions(+), 39 deletions(-)	
"8be291c","brycerichards13","Tue, 24 Oct 2023 16:18:11 -0500","Adding some css styling to try and get scrolling chat functionality, also changed the chat-response component, so now there are two separate components being rendered, but the regenerate button needs to be fixed",	 3 files changed, 61 insertions(+), 32 deletions(-)	
"1a921c6","brycerichards13","Tue, 24 Oct 2023 15:17:03 -0500","Centering some elements, and changing the rendering so they use components instead of just one big single components",	 3 files changed, 29 insertions(+), 10 deletions(-)	
"2a6b62a","Jason Choi","Sun, 22 Oct 2023 22:17:06 -0400","starting development onto chatpage",	 5 files changed, 127 insertions(+), 6 deletions(-)	
"8889abc","EarlTheUnicorn","Sun, 22 Oct 2023 21:10:20 -0400","Built GET function and endpoint",	 3 files changed, 130 insertions(+), 2 deletions(-)	
"0cec3bf","Jason Choi","Sun, 22 Oct 2023 16:20:54 -0400","Landing Page development complete",	 6 files changed, 53 insertions(+), 16 deletions(-)	
"bad3370","EarlTheUnicorn","Fri, 20 Oct 2023 20:22:30 -0400","Added users, connected to chats, fixed user bug",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"0642659","EarlTheUnicorn","Fri, 20 Oct 2023 20:04:12 -0400","Added users and connected to chats",	 7 files changed, 402 insertions(+), 32 deletions(-)	
"8d98aba","Zackery","Tue, 17 Oct 2023 16:22:57 -0400","zwhitsce Sprint 1",	 2 files changed, 44 insertions(+)	
"110b636","brycerichards13","Tue, 17 Oct 2023 13:26:37 -0500","Adding user input to the API call to get answers that include the total context of the prompt chain, also changes the way the i/o is output to the screen",	 1 file changed, 16 insertions(+), 3 deletions(-)	
"bf88d56","brycerichards13","Tue, 17 Oct 2023 13:00:45 -0500","Adding functionality for multiple prompts in a chain, but the regenerate response button is now broken, just committing so we don't have conflicts",	 5 files changed, 22 insertions(+), 10 deletions(-)	
"896e851","brycerichards13","Mon, 16 Oct 2023 23:45:15 -0500","Adding sprint1 information",	 2 files changed, 120 insertions(+)	
"881aa17","EarlTheUnicorn","Mon, 16 Oct 2023 19:31:49 -0400","Added commits and retrospective files",	 4 files changed, 62 insertions(+), 2 deletions(-)	
"2fa9c6c","Austin Gilbert","Mon, 16 Oct 2023 13:47:06 -0400","remove extra commit text file",	 1 file changed, 166 deletions(-)	
"c0b1787","Austin Gilbert","Mon, 16 Oct 2023 13:45:45 -0400","reflection completed",	 1 file changed, 36 insertions(+)	
"a732f16","Austin Gilbert","Mon, 16 Oct 2023 13:30:24 -0400","Updated my commits text file",	 1 file changed, 166 insertions(+)	
"b7c58c8","Jason Choi","Mon, 16 Oct 2023 13:17:16 -0400","austins commits",	 2 files changed, 168 insertions(+), 2 deletions(-)	
"7abf2b0","Jason Choi","Mon, 16 Oct 2023 10:30:53 -0400","sprint 1 assignment review",	 3 files changed, 193 insertions(+)	
"899f97a","Zackery","Sun, 15 Oct 2023 23:21:40 -0400","Basic documentation, working reprompt button, data ready for database",	 5 files changed, 95 insertions(+), 6 deletions(-)	
"086787c","Shashank Bandaru","Sun, 15 Oct 2023 22:34:40 -0400","sprint1 stuff",	 4 files changed, 100 insertions(+), 1 deletion(-)	
"d86c732","EarlTheUnicorn","Sat, 14 Oct 2023 21:33:57 -0400","fixed messages from creating 2 version arrays",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"97e4469","EarlTheUnicorn","Sat, 14 Oct 2023 18:48:33 -0400","Fixed collection names",	 14 files changed, 309 insertions(+)	
"e6fd88d","EarlTheUnicorn","Sat, 14 Oct 2023 12:54:37 -0400","db access functions added",	 12 files changed, 402 insertions(+), 7 deletions(-)	
"d1d3d24","brycerichards13","Fri, 13 Oct 2023 12:26:01 -0500","Implemented a primitive version of the chat input that connects to the LLM and displays the response on screen. Also added the start of styling for the chat page",	 7 files changed, 70 insertions(+), 29 deletions(-)	
"63c5dc2","Shashank Bandaru","Thu, 12 Oct 2023 09:55:06 -0400","updated default EOL",	 1 file changed, 2 insertions(+), 1 deletion(-)	
"63500bc","Austin Gilbert","Thu, 12 Oct 2023 01:16:59 -0400","Added a logout button to chat_page and formated the screen once you successfully logged in. Error: Once you log out through on chat_page, you cant log back in",	 3 files changed, 103 insertions(+), 9 deletions(-)	
"d0220e2","Austin Gilbert","Wed, 11 Oct 2023 20:32:35 -0400","Formatted and made Google Button, Linked to chat page",	 2 files changed, 98 insertions(+), 10 deletions(-)	
"55906a8","Shashank Bandaru","Wed, 11 Oct 2023 16:06:26 -0400","enabled server actions",	 2 files changed, 6 insertions(+), 1 deletion(-)	
"c85c8a0","Shashank Bandaru","Wed, 11 Oct 2023 15:58:38 -0400","fixed issue",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"bc0c348","Shashank Bandaru","Wed, 11 Oct 2023 01:37:07 -0400","added palm api support, issues with API key",	 8 files changed, 388 insertions(+), 14 deletions(-)	
"6a19a73","Jason Choi","Tue, 10 Oct 2023 14:05:29 -0400","Landing Page Navbar completed",	 7 files changed, 54 insertions(+), 43 deletions(-)	
"0ddd219","Jason Choi","Tue, 10 Oct 2023 00:20:08 -0400","created navbar on landing page",	 7 files changed, 120 insertions(+), 394 deletions(-)	
"9b1b33c","Shashank Bandaru","Fri, 6 Oct 2023 08:35:25 -0400","movec omponents outside of app dir",	 7 files changed, 37 insertions(+), 124 deletions(-)	
"34ffe28","brycerichards13","Thu, 5 Oct 2023 10:53:56 -0500","Adding a components folder, the start of the chat box, and the structure for the different chat components",	 4 files changed, 26 insertions(+)	
"3d399a9","EarlTheUnicorn","Wed, 4 Oct 2023 12:14:44 -0400","added backend for Google login and test login page",	 6 files changed, 978 insertions(+), 28 deletions(-)	
"7cc4abb","Shashank Bandaru","Wed, 4 Oct 2023 11:09:54 -0400","changed tab length to 2",	 4 files changed, 14 insertions(+), 12 deletions(-)	
"004577f","Shashank Bandaru","Wed, 4 Oct 2023 10:50:24 -0400","removed strict styleguide rules and fixed package vulnerabilities",	 6 files changed, 70 insertions(+), 1815 deletions(-)	
"1a60176","Shashank Bandaru","Mon, 2 Oct 2023 14:05:50 -0400","added eslint rules and prettier",	 4 files changed, 66 insertions(+), 3 deletions(-)	
"77c7fae","Shashank Bandaru","Mon, 2 Oct 2023 13:58:51 -0400","added linting rules from vercel's styleguide",	 4 files changed, 2337 insertions(+), 105 deletions(-)	
"f6b2193","Shashank Bandaru","Fri, 29 Sep 2023 17:06:55 -0400","updated config and added extension recs",	 2 files changed, 4 insertions(+), 1 deletion(-)	
"e0b0f59","Shashank Bandaru","Fri, 29 Sep 2023 10:07:08 -0400","created nextjs app, added eslint config, and absolute path config",	 14 files changed, 4346 insertions(+)	
"778acf8","Shashank Bandaru","Fri, 15 Sep 2023 08:19:59 -0400","init git repo",	 2 files changed, 26 insertions(+)	
